condition,model,label,chrom,seg_start,seg_end,bead_start,bead_end,radial_dist
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,82750000,83550000,3.8281240478725347
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,83550000,84500000,4.092418210117338
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,84500000,85650000,4.3092034945915465
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,85650000,86700000,4.627993344917428
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,86700000,87250000,4.777906216942731
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,87250000,94250000,4.960956982448043
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,94250000,94800000,5.138155488597051
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,94800000,95500000,4.742991963697599
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,95500000,96300000,4.644947606130772
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,96300000,96850000,4.968571885089316
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,96850000,97750000,5.160274369450621
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,97750000,98050000,5.394172856425719
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,98050000,98600000,5.51011095197084
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,98600000,99000000,5.769487286590118
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,99000000,99800000,5.739055055111424
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,99800000,100350000,5.430352045105732
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,100350000,100800000,5.741303619733849
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,100800000,101700000,5.5696430813750535
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,101700000,102250000,5.62038481430722
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,102250000,102600000,5.632876043621411
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,102600000,103350000,5.989430925530425
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,103350000,103950000,6.039417351611743
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,103950000,104600000,6.235999759584745
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,104600000,105550000,6.4692864165118
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,105550000,106200000,6.73823515875344
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,106200000,106600000,6.8231866078263606
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,106600000,107150000,6.69523743746075
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,107150000,107850000,6.4019412292596884
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,107850000,108550000,6.062575100639991
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,108550000,109100000,5.994572229164397
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,109100000,109700000,5.644835216348127
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,109700000,110300000,5.540253968708384
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,110300000,111050000,5.365777839112701
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,111050000,111550000,5.707183269047876
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,111550000,112050000,6.077923984030732
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,112050000,112550000,6.446486575802668
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,112550000,113000000,6.83651139819689
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,113000000,113700000,7.009271092766084
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,113700000,114350000,6.726062081286568
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,114350000,114800000,6.711550888108054
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,114800000,115200000,7.021001429810423
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,115200000,115850000,7.3661292542830115
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,115850000,116750000,7.224249133994827
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,116750000,117550000,7.068607490355933
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,117550000,117950000,7.386642797894318
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,117950000,118850000,7.247269783423617
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,118850000,119250000,7.26046695683005
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,119250000,119800000,7.110201794323421
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,119800000,120200000,7.17294348189779
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,120200000,120850000,7.331710636120332
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,120850000,121500000,7.596107959771241
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,121500000,122350000,7.421420559037198
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,122350000,122700000,7.192833156455111
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,122700000,123300000,7.205816562513926
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,123300000,123600000,7.235873107303638
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,123600000,124000000,7.047163080488488
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,124000000,124750000,7.1758741783423154
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,124750000,125600000,7.483943890456422
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,125600000,126650000,7.261636611363859
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,126650000,127000000,6.878235539119026
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,127000000,127550000,6.56454246973085
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,127550000,128050000,6.180290287850562
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,128050000,128650000,5.880290715219783
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,128650000,128950000,5.955345556707856
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,128950000,129350000,5.632865029387798
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,129350000,130100000,5.401240145040859
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,130100000,130700000,5.320915554112939
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,130700000,131000000,5.681763717940143
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,131000000,131500000,6.079107350592272
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,131500000,132400000,6.418788932775793
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,132400000,132700000,6.588263250220046
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,132700000,133400000,6.727868028588254
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,133400000,133800000,6.5519547302618015
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,133800000,134200000,6.5859343767760095
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,134200000,134550000,6.339729998895852
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,134550000,136050000,6.043131741258005
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,136050000,136350000,6.0904756577627
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,136350000,136750000,6.155628030136324
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,136750000,137100000,6.463872688760199
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,137100000,138050000,6.81324205905676
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,138050000,138950000,6.947042189889162
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,138950000,139350000,7.100436353274353
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,139350000,140100000,7.306825034623452
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,140100000,140850000,6.969181959032208
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,140850000,141300000,6.749080178231698
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,141300000,141600000,6.618284586643279
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,141600000,141950000,6.803748480043924
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,141950000,142450000,6.67330085265905
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,142450000,143050000,6.626376498094565
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,143050000,143750000,6.915236493454146
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,143750000,144750000,6.732158122942449
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,144750000,145250000,6.404315816494375
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,145250000,145750000,6.328596936873133
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,145750000,146650000,6.0615893002165695
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,146650000,147250000,6.0284991608691465
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,147250000,147650000,6.042760324727434
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,147650000,148300000,6.287301365299743
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,148300000,148950000,6.3954751410743516
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,148950000,149350000,6.497746161610578
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,149350000,149850000,6.7521298414837965
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,149850000,150200000,6.526689824519088
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,150200000,150550000,6.216440251618606
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,150550000,151150000,5.967425977258872
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,151150000,151950000,6.167192999019975
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,151950000,152500000,5.78756623842881
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,152500000,153000000,5.725038881590674
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,153000000,154050000,5.486442688905444
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,154050000,154750000,5.407284639326841
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,154750000,155350000,5.322696082601467
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,155350000,156000000,5.099953601682666
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,156000000,156550000,4.994560378652359
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,156550000,157150000,5.0043555323438005
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,157150000,157550000,4.8363854014738115
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,157550000,158800000,5.212722257427111
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,158800000,159250000,5.279845906355757
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,159250000,160000000,4.91106924151645
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,160000000,160500000,4.871199060036619
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,160500000,161450000,4.537374129385409
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,161450000,161850000,4.158514560643139
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,161850000,163050000,4.157819007155554
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,163050000,163500000,3.7927026911516544
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,163500000,163950000,3.9419182213584807
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,163950000,164600000,4.05950658593332
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,164600000,165200000,4.391268213758298
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,165200000,166000000,4.710526284167089
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,166000000,167350000,4.791761411542106
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,167350000,167900000,5.189454143655188
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,167900000,168850000,5.4831160630976985
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,168850000,169750000,5.79834708651526
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,169750000,170400000,6.036185494341605
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,170400000,170900000,6.090504835635549
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,170900000,171600000,6.052667379114765
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,171600000,172350000,5.79406318492472
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,172350000,172800000,5.58178031826764
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,172800000,173350000,5.4822991427889995
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,173350000,174100000,5.193993652574193
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,174100000,174700000,4.993603771472963
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,174700000,175150000,4.733958486941875
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,175150000,175950000,4.656883529969372
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,175950000,176450000,4.991329204690871
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,176450000,176950000,5.197195100522973
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,176950000,177800000,5.294269613591661
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,177800000,178400000,5.616702391813189
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,178400000,179000000,5.503968803963191
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,179000000,179650000,5.804976963925008
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,179650000,180600000,5.813404544722481
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,180600000,181200000,5.737713489570562
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,181200000,181700000,5.968131908595854
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,181700000,182250000,5.730888881264406
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,182250000,182700000,5.88180886197435
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,182700000,183450000,5.829994820529432
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,183450000,183850000,5.910925284065093
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,183850000,184350000,6.2721964123742175
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,184350000,184850000,6.381986388492222
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,184850000,185300000,6.380519138518432
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,185300000,185600000,6.344533891540024
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,185600000,185950000,6.4244446095051675
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,185950000,186550000,6.124660461821537
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,186550000,187700000,6.218444811518392
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,187700000,188150000,6.44016910934022
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,188150000,189250000,6.412627116143586
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,189250000,189950000,6.637531353455138
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,189950000,190700000,6.987562121777524
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,190700000,191100000,7.0652993788586205
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,191100000,191400000,6.749516726055281
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,191400000,192150000,6.683091991071872
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,192150000,192450000,6.598366565605764
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,192450000,193100000,6.254857569354318
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,193100000,193650000,6.177939903493397
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,193650000,194400000,6.018690722733973
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,194400000,195250000,5.887267348830015
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,195250000,195725000,5.63527452660019
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,195725000,196550000,5.9078875508954125
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,196550000,197000000,6.102680447371057
WT,model_0000,Der(3)t(3;17),chr3,58600001,198295559,197000000,198295559,5.882712376693255
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,0,2350000,2.6107064778630327
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,2350000,2750000,2.712439768864188
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,2750000,3650000,3.0806177241730266
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,3650000,4100000,2.972825798634861
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,4100000,4650000,3.2559947617047853
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,4650000,5100000,3.534036871740871
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,5100000,5550000,3.7087245015697783
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,5550000,6450000,3.534803967512343
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,6450000,8350000,3.571418816240963
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,8350000,8950000,3.547621049294865
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,8950000,10300000,3.3154003931501244
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,10300000,10700000,3.3148072843832113
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,10700000,12200000,3.2840044974999656
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,12200000,13050000,3.0934082199412347
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,13050000,13600000,3.4577867095296666
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,13600000,14300000,3.8199500566368667
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,14300000,15200000,3.8288752221638145
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,15200000,16350000,4.110534623829363
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,16350000,16950000,3.8521245082421727
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,16950000,17300000,3.6785303142015833
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,17300000,17650000,3.9886196414549233
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,17650000,18100000,3.8203189325761793
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,18100000,19150000,3.797037934048065
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,19150000,19850000,4.068651331338187
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,19850000,20350000,4.098969539945376
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,20350000,21100000,3.7134816075079735
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,21100000,21550000,3.3426787958456314
WT,model_0000,Der(3)t(3;17),chr17,0,22700000,21550000,25050000,3.003544182547678
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,0,2350000,2.6107064778630327
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,2350000,2750000,2.712439768864188
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,2750000,3650000,3.0806177241730266
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,3650000,4100000,2.972825798634861
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,4100000,4650000,3.2559947617047853
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,4650000,5100000,3.534036871740871
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,5100000,5550000,3.7087245015697783
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,5550000,6450000,3.534803967512343
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,6450000,8350000,3.571418816240963
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,8350000,8950000,3.547621049294865
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,8950000,10300000,3.3154003931501244
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,10300000,10700000,3.3148072843832113
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,10700000,12200000,3.2840044974999656
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,12200000,13050000,3.0934082199412347
WT,model_0000,chr17 frag in Der(3),chr17,0,22700000,13050000,13600000,3.4577867095296666
